网页地址,项目位置,面积(公顷),供地方式,行业分类,成交价格(万元),下限,上限,约定交地时间,经度,纬度
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=843897e0-d70e-4c3a-bc57-1eb9179a05f7,兰州高新区雁滩园区省人口委用地以东，B632#规划路以西，S631-2#规划路以北范围。,1.66608,挂牌出让,房地产业,20260,1,3.8,2020年3月31日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=1e132274-7ae0-4f92-a304-da5bae9ec5b4,兰州高新区榆中园区经九路一支路以东，经十九路一支路以南，经九路二支路以西范围,13.35542,挂牌出让,房地产业,7741,1,1.5,2014年6月10日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=cc6f64a7-d5d0-48bf-879b-16195c64be9c,兰州高新区榆中园区经九路一支路以南，经十五路以北，纬十四路以东范围,12.26509,挂牌出让,房地产业,7131,1,1.5,2014年9月10日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=61725079-4ed0-41c5-a4c7-74761565154d,兰州高新区榆中园区经十二路以东，经十八路以北，经十九路以南，纬十五路以西范围,12.95352,挂牌出让,房地产业,9110,1,2.8,2015年1月10日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=2dbb1ce0-7990-4fc0-a618-77f855eb61cf,兰州高新区榆中园区经十二路以东，经十八路以南，经十五路以北，纬十五路以西范围,10.23453,挂牌出让,房地产业,7210,1,2.8,2015年1月10日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=546619bc-5c1a-4dcb-a1e6-7f894c8d9fa0,兰州高新区榆中园区经十路以东，纬十五路以北，经十一路以西范围,9.48037,挂牌出让,房地产业,6930,1,2.8,2015年1月10日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=810efa40-fe7c-4b86-9162-b08aae3c50c6,兰州高新区榆中园区经十五路以南，经十路以西，经六路、纬十四南路以北，经七路以东范围,10.5246,挂牌出让,房地产业,7931,1,3,2015年1月10日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=c22c5d87-e63c-4fbf-9f29-db2acc0b38a5,兰州高新区榆中园区经十一路支路以南，经十五路以北，经九路一支路以东范围,10.70557,挂牌出让,房地产业,6231,1,1.5,2014年9月10日,103.666141,36.103401
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=d4a90edb-13f2-4316-ac46-b4b29080eff6,兰州高新区榆中园区经四路以西、中铁用地以南,3.67087,挂牌出让,公共设施管理业,2050,,1.6,2015年12月30日,103.666141,36.103401
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=4b8b073d-9b08-4d36-814e-bc68c71dc55d,兰州高新区榆中园区兰州国家生物产业基地创新园项目以西，96351部队以北范围,1.73091,挂牌出让,其它,860,0.7,2,2017年3月31日,104.017301,35.941852
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=47d33264-3e2d-4fa6-b8c7-29ffb25e05ce,兰州高新区榆中园区纬二十二路以北，宝兰客专以北范围,12.62363,挂牌出让,研究与试验发展,6050,2,3,2017年2月28日,104.017301,35.941852
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=296e4294-b7b3-4540-bf4f-8b5cb5034348,兰州高新区榆中园区纬二十二路以北，经三路以西，宝兰客专以南范围,6.05726,挂牌出让,专用设备制造业,2680,0.7,2,2016年12月31日,116.322712,39.806547
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=97b4c0a8-65db-4da9-acaa-d297c4dbf181,兰州高新区榆中园区纬二十二路以北，经一路以东范围,11.77305,挂牌出让,专用设备制造业,5200,0.7,2,2016年12月31日,116.322712,39.806547
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=ecd90356-e28e-4bef-ac3b-a45e4eb9f190,"兰州高新区榆中园区纬二十二路以南,经二路以东,纬二十三路以北范围",10.18326,挂牌出让,医药制造业,4530,0.7,2,2016年12月20日,104.13232,35.867819
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=a182ee86-c662-4f6d-bbc6-46597aa28a19,兰州高新区榆中园区纬二十三路以北，经一路以东，经三路以西范围,9.59884,挂牌出让,房屋和土木工程业,4230,0.7,2,2017年7月31日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=de16a2aa-4618-48a9-bd67-1ff72386c001,兰州高新区榆中园区纬二十三路以北范围,2.62178,挂牌出让,专用设备制造业,1160,0.7,2,2016年12月20日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=c006ddbe-8806-4049-9d5d-d79d661cbede,兰州高新区榆中园区纬十八路以东，经十九路以南，纬十九路以西，经十八路以北范围,9.3654,挂牌出让,仓储业,4555,1,2,2016年9月30日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=ea846c1f-13dd-4c32-8fdc-81be4c8ad5dd,兰州高新区榆中园区纬十八路以南，经十路以东，经十一路以西，纬十九路以北范围,7.6735,挂牌出让,房地产业,5751,1,2.8,2014年6月10日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=7358fe44-b420-44e8-8bbf-1c9ec7145236,兰州高新区榆中园区纬十九路以北，经十路以西，经九路以东范围,2.82234,挂牌出让,房地产业,2120,1,2.8,2014年6月10日,104.024162,35.940405
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=991539c7-8e48-4453-9502-d9d048c707f4,兰州高新区榆中园区纬十六路以南，经九路以西，纬十七路以北，经七路以东范围,5.84522,挂牌出让,房地产业,4571,0,1.5,2014年6月10日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=577cfc32-7cae-4b59-bdb7-22580ca67b70,兰州高新区榆中园区纬十七路以北，经九路以东，经十路以西范围,1.51824,挂牌出让,房地产业,1206,0,1.3,2014年6月10日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=592f1de6-b338-4c73-a770-be8404196a17,兰州高新区榆中园区纬十七路以北，经十路以东，经十一路以西范围,2.30868,挂牌出让,房地产业,1830,0,1.3,2014年6月10日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=414f3d01-88a4-4c54-ad0b-0f0073562ef1,兰州高新区榆中园区纬十七路以东，经十九路以南，纬十八路以西，经十八路以北范围,4.37265,挂牌出让,仓储业,2343,1,2,2016年9月30日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=557bf96c-c43e-4e0e-a21d-b0a7e634e594,兰州高新区榆中园区纬十七路以南，经十路以东，经十一路以西范围,2.31402,挂牌出让,房地产业,1830,0,1.3,2014年6月10日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=f2446dde-cd77-4eb7-aa9c-bf4223131404,兰州高新区榆中园区纬十七路以南，经十路以西，经九路以东范围,1.51824,挂牌出让,房地产业,1206,0,1.3,2014年6月10日,104.024162,35.940405
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=41945df5-d175-4a9e-acfc-1064351352e4,兰州高新区榆中园区纬十七路以南，纬十八路以北，经九路以西，经八路以东范围,5.98035,挂牌出让,房地产业,5210,1,3.1,2014年6月10日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=a4559423-34ff-4ff8-bef5-08f66fce980a,兰州高新区榆中园区纬十四路以东，经十九路以南，经十九路一支路以北范围,13.22055,挂牌出让,房地产业,7645,1,1.5,2014年6月10日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=f54f8030-f157-414f-b20c-0931bab79f0c,兰州高新区榆中园区纬十四路以东、经六路以北、经十五路以南范围,2.79137,挂牌出让,房地产业,2090,0,2,2015年1月10日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=ecbb33fe-5703-4d88-8d53-757ca18f3fa0,兰州高新区榆中园区纬十四南路以南，经十路以西，纬十五路以北，经九路以东范围,6.54992,挂牌出让,房地产业,5090,1,3,2015年1月10日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=1ce0d257-2a8c-4819-b12c-65fba01e7f96,兰州高新区榆中园区纬十五路以北，经九路以西，纬十四南路以南，经七路以东范围,8.61703,挂牌出让,房地产业,6680,1,3,2015年1月10日,103.77561,36.067886
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=6d502e31-883e-42ef-909a-034bb0ff00ca,兰州高新区榆中园区纬十五路以南，经九路以西，纬十六路以北，经七路以东范围,9.31774,挂牌出让,房地产业,6930,1,2.8,2014年6月10日,103.77561,36.067886
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=daf524bf-9421-4380-8cc2-a0f1bd6604f5,兰州高新区榆中园区纬十五路以南，经十路以东，纬十六路以北，经十一路以西范围,8.55514,挂牌出让,房地产业,6350,1,2.8,2015年1月10日,103.77561,36.067886
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=5606fe90-70d1-4f98-a229-de9e3149dd20,兰州高新区榆中园区纬十五路以南，经十路以西，纬十六路以北，经九路以东范围,7.08357,挂牌出让,房地产业,5290,1,2.8,2014年6月10日,103.77561,36.067886
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=d2dfa5c5-5088-4e2b-aa3e-edc1cc42fa3c,兰州高新区榆中园区纬十五路以南，中铁西北院项目用地以西范围,2.5054,挂牌出让,化学原料及化学制品制造业,1240,0.7,2,2017年3月31日,103.843122,36.042695
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=6eb2feb9-6c83-4939-bf8c-5e0ff7b55499,兰州光明炭素有限公司厂区,1.333333,挂牌出让,仓储业,602,0.1,0.43,2014年3月31日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=566e9084-ac08-4fc4-b141-0b7d64a3ec69,兰州经济技术开发区红古区园区，东邻储备用地，南邻南三路，西邻岗子大沟，北邻兰青铁路。,3.731133,挂牌出让,零售业,940.296,0.6,0,2017年6月26日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=a7bc4850-bd75-4aa5-9692-94b0c869194b,兰州经济技术开发区红古园区,35.228,挂牌出让,铝冶炼,5918.2704,0.8,,2015年12月31日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=3c636b62-a8b1-434b-82a0-e52fba3e6530,兰州经济技术开发区红古园区，东邻兰州兴盛源再生资源循环经济加工产业园有限公司，南邻甘肃瀚盈金属循环科技有限公司项目用地，西邻青沟，北邻甘肃瀚盈金属循环科技有限公司项目用地,,租赁,废弃资源和废旧材料回收加工业,349.16,0.8,,2019年6月25日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=d0e70e1c-7517-4725-b8db-c953ad9b851f,兰州经济技术开发区红古园区，东邻兰州兴盛源再生资源循环经济加工产业园有限公司，南邻规划建设用地，西邻青沟，北邻规划建设用地。,1.447859,挂牌出让,炼钢,364.896,0.8,0,2017年11月30日,103.300377,36.154067
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=f4977eaf-6611-409f-8017-d5eb34713cf5,兰州经济技术开发区红古园区，东邻兰州兴盛源再生资源循环经济加工产业园有限公司，南邻规划建设用地，西邻青沟，北邻南三路,0.518837,挂牌出让,炼钢,130.704,0.8,0,2018年1月8日,103.300377,36.154067
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=bd327221-2c16-4a9c-bc6c-d23133dcd924,兰州经济技术开发区红古园区，东邻兰州兴盛源再生资源循环经济加工产业园有限公司，南邻规划南四路，西邻青沟，北邻甘肃瀚盈金属循环科技有限公司项目用地,,租赁,废弃资源和废旧材料回收加工业,173.32,0.8,,2019年6月25日,103.300377,36.154067
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=ceb901d0-8395-469a-bdb3-0717e25d79fd,兰州盛祥物业有限责任公司西侧,0.1978,协议出让,其它,12.5369,,,2013年1月21日,102.861824,36.338728
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=121e6fca-fe6d-4720-9186-517ffd4b9f94,兰州市安宁区B572#规划路以东、S556#规划路以西、S573#规划路以南、兰州丰宝实业总公司家属院用地以北,0.060142,协议出让,商务服务业,329.28,0,5.4,2016年3月16日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=2c16d29c-9d89-43b3-b2cb-c13ec87bb42d,兰州市安宁区S522#规划路以东、T511#规划路两侧、原汽车齿轮厂家属院用地,0.140099,协议出让,其他服务业,448.4,0,3.5,2016年3月16日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=18d80afd-c966-43d7-a387-6a725683b486,兰州市安宁区T511#规划路以南、S506#规划路以西、原内燃机配件厂用地,0.042845,协议出让,其他服务业,173.81,,4,2016年3月16日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=8198ddc4-0012-4fa6-a34d-3c42371e87e3,兰州市安宁区T514-2#规划路以东、甘肃省第七建筑工程集团公司以南,0.236948,协议出让,新闻出版业,1039.11,0,4.3,2017年9月30日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=7b6da172-f948-4736-b219-cf136531cdb3,兰州市安宁区安宁东路256-292号（蓝星花园住宅小区内）,0.3,协议出让,房地产业,1600.09,1,3.2,2019年10月24日,103.753824,36.055078
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=59ada914-32d1-463f-bed4-39f7c1e47412,兰州市安宁区沙井驿元台子、T511#规划路以南、B522#规划路以东、李黄沟规划绿带以西、S505#规划路以北、T524#规划路两侧,1.304081,协议出让,其他服务业,2365.67,,3,2016年3月16日,103.642945,36.13557
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=26899903-b187-4521-b5ff-84c3dccfe206,兰州市城关区，B390号规划路以东、甘肃进出口贸易公司家属院以南、兰州国资物业管理有限公司红星巷小区以西、长津厂红星巷家属院以北,0.68382,挂牌出让,房地产业,10000,1,6.73,2012年11月5日,103.707178,36.076837
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=9e381245-cd89-4608-a803-6bb30461c43e,兰州市城关区S326号规划路以东、S349-1号规划路以南,0.50768,挂牌出让,房地产业,3417.5393,1,8.5,2014年10月28日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=0fcb0a3a-eb32-4e79-9cc0-f3338cafabb1,兰州市城关区T316号规划道路以东、B333号规划道路以北、内路以西、S347号规划道路以南,0.51199,挂牌出让,房地产业,4278.5417,0,10.5,2013年3月11日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=5bd65906-45d7-48b5-8c53-dc19eeb6f48d,兰州市城关区白道坪地区B487#规划路东侧、T489#规划路西侧、S488#规划路南侧,2.12719,挂牌出让,房地产业,1196,1,1.5,2015年11月28日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=30b26501-e04a-45d2-9978-944283cdd40e,兰州市城关区白道坪地区S485#规划道路东侧、S488#规划道路南侧、B487#规划道路西侧,1.41183,挂牌出让,房地产业,465,0,0.9,2015年11月28日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=5c9d3680-77a4-4b34-8e2a-b5fdcd3e00db,兰州市城关区白道坪地区S485#规划路东侧、T484#规划路南侧,0.19097,挂牌出让,房地产业,196,,1.8,2015年11月28日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=1c724689-07dd-42ef-b7e5-442b0e296cc3,兰州市城关区白道坪地区S487#规划道路东侧、B488#规划道路北侧、T489#规划道路西侧,1.05651,挂牌出让,房地产业,518,1,1.2,2015年11月28日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=45e94165-20e1-4074-875b-3adee4ad0ff3,兰州市城关区白道坪地区T481#规划道路西侧、T458#规划道路南侧、S488#规划道路北侧,2.55882,挂牌出让,房地产业,2857,,4,2015年11月28日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=3ef2e184-90f9-480a-a9f1-3ec73413782e,兰州市城关区白道坪地区T481#规划路东侧、T484#规划路北侧、S485#规划路西侧、S488#规划路南侧,6.43884,挂牌出让,房地产业,4334,1,3.5,2015年11月28日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=ff837b9a-44e0-4a2f-b347-2a5768a43c03,兰州市城关区白道坪地区T484#规划道路北侧、S485#规划道路东侧、S488#规划道路南侧、B487#规划道路西侧,6.31266,挂牌出让,房地产业,3683,1,1.5,2015年11月28日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=706a000f-d357-41c0-aba3-fc0827cfdd63,兰州市城关区东岗西路4号,0.53361,协议出让,教育,410.25,,6.4,,103.871291,36.046953
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=b15ee74e-de43-43e0-8c79-4e31e0f4b9e0,兰州市城关区段家滩39号,1.22987,协议出让,卫生,154.49,0,3.5,2015年11月6日,103.871291,36.046953
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=3a37a171-699d-411f-886b-6d6928e22b2d,兰州市城关区佛慈大街,1.48198,挂牌出让,房地产业,10343.1237,8,12,2014年10月28日,103.834482,36.075947
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=55614dcf-187e-4301-a5d2-0976d4fd050c,兰州市城关区红山根西村166号,0.09874,协议出让,建筑安装业,26.2668,,,2013年3月15日,103.846557,36.03246
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=205efea4-b482-47ec-b7cc-3394694ecba8,兰州市城关区排洪南路40号,0.11027,协议出让,仓储业,348.0849,1,2,2012年11月9日,103.871678,36.032673
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=2eb8cc82-d791-4fef-b5e8-0b4051f2e203,兰州市城关区排洪南路57号,0.31154,协议出让,林业,117.44,1,6.5,2017年8月31日,103.872866,36.031287
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=916c08df-9495-456c-8b0f-55343d3fd446,兰州市城关区上徐家湾B418#规划路以北、老虎沟以西,3.06945,挂牌出让,房地产业,21727,1,4.88,2016年1月5日,103.730633,36.368034
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=90fa5c3b-8c86-4b15-aece-4e7a433fbc6d,兰州市城关区上徐家湾B418#规划路以南、北滨河路以北、老虎沟以西,0.34942,挂牌出让,房地产业,4584,1,10.15,2016年1月5日,103.783335,36.079233
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=9fe37c03-9214-420e-b33e-c01aad7b98df,兰州市城关区上徐家湾B418#规划路以南、北滨河路以北、老虎沟以西,2.77765,挂牌出让,房地产业,19638,1,3.82,2016年1月5日,103.783335,36.079233
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=62b2ace6-cc68-43fb-91c5-3e15a8310392,兰州市大滩地区B086号规划路以东、B097号规划路以南、T088号规划路以西、S095号规划路以北,7.02773,挂牌出让,房地产业,63000,1,3,2014年6月12日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=db1e2f09-7d64-40eb-9812-f1ed5bcf9eed,兰州市第七十中学南侧,0.711,协议出让,其它,64.898,,2.3,2013年1月21日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=fd89f34e-0dfd-4771-b9d3-523cf34ac736,兰州市红古区海石湾，东邻海矿厂区，南邻三小区，西邻小区路，北邻北环路。,1.098593,挂牌出让,房地产业,1631.52,1,3.5,2018年6月18日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=6fe1e9bd-a9d0-4840-836f-2ecadc7ff085,兰州市红古区海石湾，东邻陶然居小区路，南邻红古路，西邻清真寺及规划建设用地，北邻窑街路（龙源路）。,2.5779,挂牌出让,房地产业,4292.37,1,3,2018年4月2日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=2789eda3-67b5-42bc-a0fa-6b5b130b0c1f,兰州市红古区海石湾镇花庄路西侧地税局南侧,0.30866,挂牌出让,房地产业,463,1,5.5,2014年5月10日,,
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=9ba533d5-22da-460a-be3f-fb66c534c71b,兰州市红古区海石湾镇下海石村,0.5074,挂牌出让,房地产业,570.825,1,4.2,2013年1月30日,102.880775,36.343781
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=0c99f9d9-4f73-4841-9105-b2c172478ad7,兰州市红古区红古乡薛家村,13.9138,挂牌出让,化学原料及化学制品制造业,2337.5184,0,1.7,2013年1月1日,102.97078,36.301628
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=478d1f39-8850-41d1-ba19-d964dfbe1c5a,兰州市红古区红古乡薛家村,14.33726,挂牌出让,化学原料及化学制品制造业,2408.6608,,1.1,2012年12月1日,102.97078,36.301628
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=ea683b9f-e599-47ed-81cc-8a9331f61b7a,兰州市红古区花庄镇，北邻山体，南邻原109国道，谷丰渠从宗地北侧穿过,2.159608,挂牌出让,制造业,544.152,0.79,0,2018年10月12日,102.97078,36.301628
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=81c1f00f-8e30-4f62-ab5c-6660633b6355,兰州市红古区花庄镇河嘴村，东邻村道，南邻109国道，西、北邻村道,5.7447,挂牌出让,农业,1447.656,0.45,0.45,2017年11月3日,103.132857,36.202925
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=8a75d779-c486-4114-8620-795708a41d64,兰州市红古区花庄镇河嘴村原红古区职业中学南侧,0.1458,协议出让,零售业,11.98,0.5,0.5,2013年5月13日,103.12571,36.204513
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=98eb2e9e-f382-4a00-8b18-0a99a371ae70,"兰州市红古区花庄镇湟兴村，东邻花庄罐头厂,南邻花庄木材厂,西邻花庄合作食品厂，北邻甘青公路。",0.11988,协议出让,零售业,16.27,0.6,0.6,2017年9月30日,103.17842,36.188859
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=3f14171c-2176-475b-8735-4e4874a38add,兰州市红古区平安镇，东邻村、南邻民宅、西邻张家寺下沟、北邻109国道,0.565,挂牌出让,房地产业,139.8375,1,2.2,2014年5月19日,103.17842,36.188859
https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=5f752e25-11d5-475a-bbcb-6810939810dd,兰州市红古区平安镇，东邻甘肃新天地铝业有限公司、南邻储备土地、西邻村道、北邻高速公路护坡,,租赁,房屋和土木工程业,35.39,0.8,,2019年9月23日,103.17842,36.188859
